command: beta0  module: control
parameter: dx   double value:       0.2170842021
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.109885233
parameter: alfx   double value:      -0.6265539592
parameter: mux   double value:       0.2154229496
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:    7.062865677e-05
parameter: px   double value:    8.268398124e-05
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -2.919930734e-09
parameter: pt   double value:                  0
parameter: dx   double value:       0.2706564384
parameter: dpx   double value:      0.06279895218
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:     -0.05367815928
parameter: px   double value:     -0.06284027075
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.001686575879
parameter: pt   double value:                  0
parameter: dx   double value:       0.2703339076
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:     -0.05367815928
parameter: px   double value:     -0.06284027075
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.001686575879
parameter: pt   double value:                  0
parameter: dx   double value:       0.2703339076
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:     -0.05367815928
parameter: px   double value:     -0.06284027075
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.001686575879
parameter: pt   double value:                  0
parameter: dx   double value:       0.2703339076
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:     -0.05367815928
parameter: px   double value:     -0.06284027075
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.001686575879
parameter: pt   double value:                  0
parameter: dx   double value:       0.2703339076
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:     -0.05367815928
parameter: px   double value:     -0.06284027075
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.001686575879
parameter: pt   double value:                  0
parameter: dx   double value:       0.2703339076
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:     -0.05367815928
parameter: px   double value:     -0.06284027075
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.001686575879
parameter: pt   double value:                  0
parameter: dx   double value:       0.2703339076
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:       0.1064819662
parameter: px   double value:       0.1246569495
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:     -0.00663686188
parameter: pt   double value:                  0
parameter: dx   double value:       0.1101737015
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:       0.1064819662
parameter: px   double value:       0.1246569495
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:     -0.00663686188
parameter: pt   double value:                  0
parameter: dx   double value:       0.1101737015
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:       0.1064819662
parameter: px   double value:       0.1246569495
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:     -0.00663686188
parameter: pt   double value:                  0
parameter: dx   double value:       0.1101737015
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:      0.06644193485
parameter: px   double value:      0.07778264441
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:    -0.002584015996
parameter: pt   double value:                  0
parameter: dx   double value:        0.150213753
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:      0.02640190348
parameter: px   double value:      0.03090833936
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -0.0004080197014
parameter: pt   double value:                  0
parameter: dx   double value:       0.1902538045
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:      -0.0136381279
parameter: px   double value:      -0.0159659657
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -0.0001088729959
parameter: pt   double value:                  0
parameter: dx   double value:       0.2302938561
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:      -0.0136381279
parameter: px   double value:      -0.0159659657
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -0.0001088729959
parameter: pt   double value:                  0
parameter: dx   double value:       0.2302938561
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:      -0.0136381279
parameter: px   double value:      -0.0159659657
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -0.0001088729959
parameter: pt   double value:                  0
parameter: dx   double value:       0.2302938561
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:      0.02640190348
parameter: px   double value:      0.03090833936
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:   -0.0004080197014
parameter: pt   double value:                  0
parameter: dx   double value:       0.1902538045
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
parameter: r11   double value:                 -0
parameter: r12   double value:                 -0
parameter: r21   double value:                 -0
parameter: r22   double value:                 -0
parameter: energy   double value:             0.5095
command: beta0  module: control
parameter: betx   double value:        2.105793349
parameter: alfx   double value:      -0.6287861854
parameter: mux   double value:       0.2156778115
parameter: bety   double value:        3.612689191
parameter: alfy   double value:      -0.2855513108
parameter: muy   double value:       0.1126237284
parameter: x   double value:         0.50688228
parameter: px   double value:             0.5934
parameter: y   double value:                  0
parameter: py   double value:                  0
parameter: t   double value:      -0.1503920481
parameter: pt   double value:                  0
parameter: dx   double value:      -0.2902268136
parameter: dpx   double value:                  0
parameter: dy   double value:      -0.1632144358
parameter: dpy   double value:                  0
parameter: wx   double value:                  0
parameter: phix   double value:                  0
parameter: dmux   double value:                  0
parameter: wy   double value:                  0
parameter: phiy   double value:                  0
parameter: dmuy   double value:                  0
parameter: ddx   double value:                  0
parameter: ddpx   double value:                  0
parameter: ddy   double value:                  0
parameter: ddpy   double value:                  0
